year,month,day,hour,minute,sec,milsec,kp,na
2004,12,5,3,0,0,0,1,2
2004,12,5,6,0,0,0,4+,12
2004,12,5,9,0,0,0,2,5
2004,12,5,12,0,0,0,2-,4
2004,12,5,15,0,0,0,2,5
2004,12,5,18,0,0,0,2-,4
2004,12,5,21,0,0,0,2-,4
2004,12,6,0,0,0,0,2+,6
2004,12,6,3,0,0,0,3,8
2004,12,6,6,0,0,0,4,11
2004,12,6,9,0,0,0,3,8
2004,12,6,12,0,0,0,4+,12
2004,12,6,15,0,0,0,4-,10
2004,12,6,18,0,0,0,4-,10
2004,12,6,21,0,0,0,4-,10
2004,12,7,0,0,0,0,3,8
2004,12,7,3,0,0,0,3,8
2004,12,7,6,0,0,0,3,8
2004,12,7,9,0,0,0,2+,6
2004,12,7,12,0,0,0,3,8
2004,12,7,15,0,0,0,3-,7
2004,12,7,18,0,0,0,4-,10
2004,12,7,21,0,0,0,3,8
2004,12,8,0,0,0,0,3-,7
2004,12,8,3,0,0,0,3,8
2004,12,8,6,0,0,0,3-,7
2004,12,8,9,0,0,0,2-,4
2004,12,8,12,0,0,0,2+,6
2004,12,8,15,0,0,0,2+,6
2004,12,8,18,0,0,0,2,5
2004,12,8,21,0,0,0,3+,9
2004,12,9,0,0,0,0,3-,7
2004,12,9,3,0,0,0,1-,1
2004,12,9,6,0,0,0,1,2
2004,12,9,9,0,0,0,2+,6
2004,12,9,12,0,0,0,2,5
2004,12,9,15,0,0,0,2,5
2004,12,9,18,0,0,0,2+,6
2004,12,9,21,0,0,0,2+,6
2004,12,10,0,0,0,0,2,5
2004,12,10,3,0,0,0,2+,6
2004,12,10,6,0,0,0,2,5
2004,12,10,9,0,0,0,2,5
2004,12,10,12,0,0,0,2+,6
2004,12,10,15,0,0,0,3,8
2004,12,10,18,0,0,0,2+,6
2004,12,10,21,0,0,0,3,8
2004,12,11,0,0,0,0,1-,1
2004,12,11,3,0,0,0,1+,3
2004,12,11,6,0,0,0,3-,7
2004,12,11,9,0,0,0,1,2
2004,12,11,12,0,0,0,4+,12
2004,12,11,15,0,0,0,3+,9
2004,12,11,18,0,0,0,3+,9
2004,12,11,21,0,0,0,4,11
2004,12,12,0,0,0,0,5-,13
2004,12,12,3,0,0,0,4,11
2004,12,12,6,0,0,0,4,11
2004,12,12,9,0,0,0,4,11
2004,12,12,12,0,0,0,3,8
2004,12,12,15,0,0,0,5+,15
2004,12,12,18,0,0,0,3+,9
2004,12,12,21,0,0,0,3,8
2004,12,13,0,0,0,0,4+,12
2004,12,13,3,0,0,0,4-,10
2004,12,13,6,0,0,0,3-,7
2004,12,13,9,0,0,0,1+,3
2004,12,13,12,0,0,0,1-,1
2004,12,13,15,0,0,0,1,2
2004,12,13,18,0,0,0,0+,0
2004,12,13,21,0,0,0,0+,0
2004,12,14,0,0,0,0,0+,0
2004,12,14,3,0,0,0,1,2
2004,12,14,6,0,0,0,2+,6
2004,12,14,9,0,0,0,2+,6
2004,12,14,12,0,0,0,2+,6
2004,12,14,15,0,0,0,1+,3
2004,12,14,18,0,0,0,2+,6
2004,12,14,21,0,0,0,2,5
2004,12,15,0,0,0,0,2+,6
2004,12,15,3,0,0,0,2,5
2004,12,15,6,0,0,0,2,5
2004,12,15,9,0,0,0,0,-1
2004,12,15,12,0,0,0,1-,1
2004,12,15,15,0,0,0,2+,6
2004,12,15,18,0,0,0,1+,3
2004,12,15,21,0,0,0,2,5
2004,12,16,0,0,0,0,2,5
2004,12,16,3,0,0,0,3+,9
2004,12,16,6,0,0,0,2+,6
2004,12,16,9,0,0,0,0+,0
2004,12,16,12,0,0,0,3-,7
2004,12,16,15,0,0,0,2+,6
2004,12,16,18,0,0,0,4-,10
2004,12,16,21,0,0,0,4,11
2004,12,17,0,0,0,0,3+,9
2004,12,17,3,0,0,0,4,11
2004,12,17,6,0,0,0,3+,9
2004,12,17,9,0,0,0,3,8
2004,12,17,12,0,0,0,2+,6
2004,12,17,15,0,0,0,3+,9
2004,12,17,18,0,0,0,2+,6
2004,12,17,21,0,0,0,3+,9
2004,12,18,0,0,0,0,4+,12
2004,12,18,3,0,0,0,4-,10
2004,12,18,6,0,0,0,2+,6
2004,12,18,9,0,0,0,2,5
2004,12,18,12,0,0,0,3,8
2004,12,18,15,0,0,0,2,5
2004,12,18,18,0,0,0,2,5
2004,12,18,21,0,0,0,1-,1
2004,12,19,0,0,0,0,1+,3
2004,12,19,3,0,0,0,1-,1
2004,12,19,6,0,0,0,1,2
2004,12,19,9,0,0,0,1-,1
2004,12,19,12,0,0,0,0,-1
2004,12,19,15,0,0,0,0,-1
2004,12,19,18,0,0,0,1-,1
2004,12,19,21,0,0,0,1-,1
2004,12,20,0,0,0,0,2+,6
2004,12,20,3,0,0,0,1-,1
2004,12,20,6,0,0,0,1,2
2004,12,20,9,0,0,0,1,2
2004,12,20,12,0,0,0,1,2
2004,12,20,15,0,0,0,0+,0
2004,12,20,18,0,0,0,1-,1
2004,12,20,21,0,0,0,1+,3
2004,12,21,0,0,0,0,2,5
2004,12,21,3,0,0,0,1-,1
2004,12,21,6,0,0,0,3,8
2004,12,21,9,0,0,0,4+,12
2004,12,21,12,0,0,0,2-,4
2004,12,21,15,0,0,0,3-,7
2004,12,21,18,0,0,0,3-,7
2004,12,21,21,0,0,0,3-,7
2004,12,22,0,0,0,0,3+,9
2004,12,22,3,0,0,0,4+,12
2004,12,22,6,0,0,0,4+,12
2004,12,22,9,0,0,0,4+,12
2004,12,22,12,0,0,0,3,8
2004,12,22,15,0,0,0,3-,7
2004,12,22,18,0,0,0,2,5
2004,12,22,21,0,0,0,2+,6
2004,12,23,0,0,0,0,2+,6
2004,12,23,3,0,0,0,1+,3
2004,12,23,6,0,0,0,1+,3
2004,12,23,9,0,0,0,1,2
2004,12,23,12,0,0,0,1+,3
2004,12,23,15,0,0,0,2+,6
2004,12,23,18,0,0,0,2-,4
2004,12,23,21,0,0,0,2+,6
2004,12,24,0,0,0,0,1-,1
2004,12,24,3,0,0,0,0,-1
2004,12,24,6,0,0,0,0+,0
2004,12,24,9,0,0,0,0+,0
2004,12,24,12,0,0,0,1,2
2004,12,24,15,0,0,0,2,5
2004,12,24,18,0,0,0,1-,1
2004,12,24,21,0,0,0,1+,3
2004,12,25,0,0,0,0,4-,10
2004,12,25,3,0,0,0,4,11
2004,12,25,6,0,0,0,4,11
2004,12,25,9,0,0,0,2+,6
2004,12,25,12,0,0,0,1+,3
2004,12,25,15,0,0,0,2-,4
2004,12,25,18,0,0,0,2+,6
2004,12,25,21,0,0,0,2+,6
2004,12,26,0,0,0,0,3-,7
2004,12,26,3,0,0,0,3-,7
2004,12,26,6,0,0,0,2,5
2004,12,26,9,0,0,0,2,5
2004,12,26,12,0,0,0,2-,4
2004,12,26,15,0,0,0,3,8
2004,12,26,18,0,0,0,3,8
2004,12,26,21,0,0,0,3-,7
2004,12,27,0,0,0,0,2,5
2004,12,27,3,0,0,0,2+,6
2004,12,27,6,0,0,0,3-,7
2004,12,27,9,0,0,0,1+,3
2004,12,27,12,0,0,0,1,2
2004,12,27,15,0,0,0,1,2
2004,12,27,18,0,0,0,3-,7
2004,12,27,21,0,0,0,3-,7
2004,12,28,0,0,0,0,2+,6
2004,12,28,3,0,0,0,2+,6
2004,12,28,6,0,0,0,2,5
2004,12,28,9,0,0,0,2+,6
2004,12,28,12,0,0,0,2+,6
2004,12,28,15,0,0,0,3+,9
2004,12,28,18,0,0,0,5-,13
2004,12,28,21,0,0,0,4+,12
2004,12,29,0,0,0,0,4+,12
2004,12,29,3,0,0,0,4-,10
2004,12,29,6,0,0,0,3-,7
2004,12,29,9,0,0,0,3,8
2004,12,29,12,0,0,0,3+,9
2004,12,29,15,0,0,0,3-,7
2004,12,29,18,0,0,0,1,2
2004,12,29,21,0,0,0,3,8
2004,12,30,0,0,0,0,3-,7
2004,12,30,3,0,0,0,3+,9
2004,12,30,6,0,0,0,5-,13
2004,12,30,9,0,0,0,3,8
2004,12,30,12,0,0,0,4-,10
2004,12,30,15,0,0,0,4-,10
2004,12,30,18,0,0,0,2,5
2004,12,30,21,0,0,0,3-,7
2004,12,31,0,0,0,0,3-,7
2004,12,31,3,0,0,0,2,5
2004,12,31,6,0,0,0,2-,4
2004,12,31,9,0,0,0,2,5
2004,12,31,12,0,0,0,2,5
2004,12,31,15,0,0,0,1+,3
2004,12,31,18,0,0,0,1-,1
2004,12,31,21,0,0,0,2,5
2005,1,1,0,0,0,0,2-,4
2005,1,1,3,0,0,0,3+,9
2005,1,1,6,0,0,0,3,8
2005,1,1,9,0,0,0,2+,6
2005,1,1,12,0,0,0,3,8
2005,1,1,15,0,0,0,3+,9
2005,1,1,18,0,0,0,4+,12
2005,1,1,21,0,0,0,4,11
2005,1,2,0,0,0,0,4+,12
2005,1,2,3,0,0,0,5-,13
2005,1,2,6,0,0,0,5-,13
2005,1,2,9,0,0,0,4,11
2005,1,2,12,0,0,0,3+,9
2005,1,2,15,0,0,0,6-,16
2005,1,2,18,0,0,0,3+,9
2005,1,2,21,0,0,0,5+,15
2005,1,3,0,0,0,0,4-,10
2005,1,3,3,0,0,0,4-,10
2005,1,3,6,0,0,0,3-,7
2005,1,3,9,0,0,0,4-,10
2005,1,3,12,0,0,0,4,11
2005,1,3,15,0,0,0,4-,10
2005,1,3,18,0,0,0,3,8
2005,1,3,21,0,0,0,2+,6
2005,1,4,0,0,0,0,4+,12
2005,1,4,3,0,0,0,4+,12
2005,1,4,6,0,0,0,3+,9
2005,1,4,9,0,0,0,3,8
2005,1,4,12,0,0,0,5-,13
2005,1,4,15,0,0,0,4+,12
2005,1,4,18,0,0,0,3+,9
2005,1,4,21,0,0,0,3+,9
2005,1,5,0,0,0,0,4,11
2005,1,5,3,0,0,0,3+,9
2005,1,5,6,0,0,0,4-,10
2005,1,5,9,0,0,0,3+,9
2005,1,5,12,0,0,0,3+,9
2005,1,5,15,0,0,0,3+,9
2005,1,5,18,0,0,0,2,5
2005,1,5,21,0,0,0,2+,6
2005,1,6,0,0,0,0,2,5
2005,1,6,3,0,0,0,0+,0
2005,1,6,6,0,0,0,0+,0
2005,1,6,9,0,0,0,0+,0
2005,1,6,12,0,0,0,1-,1
2005,1,6,15,0,0,0,1-,1
2005,1,6,18,0,0,0,3-,7
2005,1,6,21,0,0,0,1+,3
2005,1,7,0,0,0,0,0+,0
2005,1,7,3,0,0,0,0,-1
2005,1,7,6,0,0,0,0,-1
2005,1,7,9,0,0,0,2-,4
2005,1,7,12,0,0,0,5,14
2005,1,7,15,0,0,0,5+,15
2005,1,7,18,0,0,0,4,11
2005,1,7,21,0,0,0,8-,22
2005,1,8,0,0,0,0,7,20
2005,1,8,3,0,0,0,6-,16
2005,1,8,6,0,0,0,4,11
2005,1,8,9,0,0,0,4-,10
2005,1,8,12,0,0,0,3+,9
2005,1,8,15,0,0,0,2,5
2005,1,8,18,0,0,0,2,5
2005,1,8,21,0,0,0,2+,6
2005,1,9,0,0,0,0,1,2
2005,1,9,3,0,0,0,1,2
2005,1,9,6,0,0,0,0+,0
2005,1,9,9,0,0,0,3,8
2005,1,9,12,0,0,0,1-,1
2005,1,9,15,0,0,0,0+,0
2005,1,9,18,0,0,0,1,2
2005,1,9,21,0,0,0,0,-1
2005,1,10,0,0,0,0,1-,1
2005,1,10,3,0,0,0,1,2
2005,1,10,6,0,0,0,1,2
2005,1,10,9,0,0,0,1,2
2005,1,10,12,0,0,0,1+,3
2005,1,10,15,0,0,0,2+,6
2005,1,10,18,0,0,0,2+,6
2005,1,10,21,0,0,0,3-,7
2005,1,11,0,0,0,0,2,5
2005,1,11,3,0,0,0,3,8
2005,1,11,6,0,0,0,4-,10
2005,1,11,9,0,0,0,2+,6
2005,1,11,12,0,0,0,1+,3
2005,1,11,15,0,0,0,3+,9
2005,1,11,18,0,0,0,2,5
2005,1,11,21,0,0,0,4,11
2005,1,12,0,0,0,0,4+,12
2005,1,12,3,0,0,0,5+,15
2005,1,12,6,0,0,0,4,11
2005,1,12,9,0,0,0,4+,12
2005,1,12,12,0,0,0,5-,13
2005,1,12,15,0,0,0,4,11
2005,1,12,18,0,0,0,4,11
2005,1,12,21,0,0,0,3+,9
2005,1,13,0,0,0,0,3-,7
2005,1,13,3,0,0,0,4-,10
2005,1,13,6,0,0,0,3-,7
2005,1,13,9,0,0,0,2,5
2005,1,13,12,0,0,0,2+,6
2005,1,13,15,0,0,0,3+,9
2005,1,13,18,0,0,0,4-,10
2005,1,13,21,0,0,0,3,8
2005,1,14,0,0,0,0,3-,7
2005,1,14,3,0,0,0,3-,7
2005,1,14,6,0,0,0,2+,6
2005,1,14,9,0,0,0,1+,3
2005,1,14,12,0,0,0,1+,3
2005,1,14,15,0,0,0,1+,3
2005,1,14,18,0,0,0,4+,12
2005,1,14,21,0,0,0,5,14
2005,1,15,0,0,0,0,4-,10
2005,1,15,3,0,0,0,4+,12
2005,1,15,6,0,0,0,4,11
2005,1,15,9,0,0,0,3,8
2005,1,15,12,0,0,0,3,8
2005,1,15,15,0,0,0,3+,9
2005,1,15,18,0,0,0,3-,7
2005,1,15,21,0,0,0,2-,4
2005,1,16,0,0,0,0,3+,9
2005,1,16,3,0,0,0,2+,6
2005,1,16,6,0,0,0,3-,7
2005,1,16,9,0,0,0,3-,7
2005,1,16,12,0,0,0,3+,9
2005,1,16,15,0,0,0,3+,9
2005,1,16,18,0,0,0,3,8
2005,1,16,21,0,0,0,4,11
2005,1,17,0,0,0,0,5,14
2005,1,17,3,0,0,0,4+,12
2005,1,17,6,0,0,0,4,11
2005,1,17,9,0,0,0,6,17
2005,1,17,12,0,0,0,6+,18
2005,1,17,15,0,0,0,6+,18
2005,1,17,18,0,0,0,5,14
2005,1,17,21,0,0,0,5-,13
2005,1,18,0,0,0,0,7,20
2005,1,18,3,0,0,0,6-,16
2005,1,18,6,0,0,0,8-,22
2005,1,18,9,0,0,0,6-,16
2005,1,18,12,0,0,0,5+,15
2005,1,18,15,0,0,0,5+,15
2005,1,18,18,0,0,0,5,14
2005,1,18,21,0,0,0,6-,16
2005,1,19,0,0,0,0,6+,18
2005,1,19,3,0,0,0,6,17
2005,1,19,6,0,0,0,7-,19
2005,1,19,9,0,0,0,6,17
2005,1,19,12,0,0,0,5+,15
2005,1,19,15,0,0,0,4,11
2005,1,19,18,0,0,0,2+,6
2005,1,19,21,0,0,0,4-,10
2005,1,20,0,0,0,0,2+,6
2005,1,20,3,0,0,0,2,5
2005,1,20,6,0,0,0,2,5
2005,1,20,9,0,0,0,3,8
2005,1,20,12,0,0,0,4,11
2005,1,20,15,0,0,0,5-,13
2005,1,20,18,0,0,0,3,8
2005,1,20,21,0,0,0,3,8
2005,1,21,0,0,0,0,3+,9
2005,1,21,3,0,0,0,2,5
2005,1,21,6,0,0,0,2+,6
2005,1,21,9,0,0,0,2+,6
2005,1,21,12,0,0,0,3-,7
2005,1,21,15,0,0,0,7-,19
2005,1,21,18,0,0,0,8,23
2005,1,21,21,0,0,0,7+,21
2005,1,22,0,0,0,0,6-,16
2005,1,22,3,0,0,0,6,17
2005,1,22,6,0,0,0,4-,10
2005,1,22,9,0,0,0,3-,7
2005,1,22,12,0,0,0,4-,10
2005,1,22,15,0,0,0,3+,9
2005,1,22,18,0,0,0,4,11
2005,1,22,21,0,0,0,3,8
2005,1,23,0,0,0,0,4-,10
2005,1,23,3,0,0,0,4-,10
2005,1,23,6,0,0,0,3+,9
2005,1,23,9,0,0,0,3-,7
2005,1,23,12,0,0,0,3+,9
2005,1,23,15,0,0,0,4,11
2005,1,23,18,0,0,0,3-,7
2005,1,23,21,0,0,0,3+,9
2005,1,24,0,0,0,0,3,8
2005,1,24,3,0,0,0,2-,4
2005,1,24,6,0,0,0,2-,4
2005,1,24,9,0,0,0,2,5
2005,1,24,12,0,0,0,3,8
2005,1,24,15,0,0,0,3,8
2005,1,24,18,0,0,0,2,5
2005,1,24,21,0,0,0,2-,4
2005,1,25,0,0,0,0,1,2
2005,1,25,3,0,0,0,0+,0
2005,1,25,6,0,0,0,1,2
2005,1,25,9,0,0,0,1,2
2005,1,25,12,0,0,0,1-,1
2005,1,25,15,0,0,0,1,2
2005,1,25,18,0,0,0,2-,4
2005,1,25,21,0,0,0,1,2
2005,1,26,0,0,0,0,1-,1
2005,1,26,3,0,0,0,0+,0
2005,1,26,6,0,0,0,0+,0
2005,1,26,9,0,0,0,1-,1
2005,1,26,12,0,0,0,1-,1
2005,1,26,15,0,0,0,0+,0
2005,1,26,18,0,0,0,1-,1
2005,1,26,21,0,0,0,1-,1
2005,1,27,0,0,0,0,0+,0
2005,1,27,3,0,0,0,0,-1
2005,1,27,6,0,0,0,0+,0
2005,1,27,9,0,0,0,0+,0
2005,1,27,12,0,0,0,0,-1
2005,1,27,15,0,0,0,1-,1
2005,1,27,18,0,0,0,1,2
2005,1,27,21,0,0,0,1+,3
2005,1,28,0,0,0,0,2+,6
2005,1,28,3,0,0,0,2-,4
2005,1,28,6,0,0,0,1-,1
2005,1,28,9,0,0,0,1-,1
2005,1,28,12,0,0,0,1-,1
2005,1,28,15,0,0,0,1-,1
2005,1,28,18,0,0,0,3-,7
2005,1,28,21,0,0,0,3-,7
2005,1,29,0,0,0,0,3+,9
2005,1,29,3,0,0,0,2,5
2005,1,29,6,0,0,0,3,8
2005,1,29,9,0,0,0,4,11
2005,1,29,12,0,0,0,3+,9
2005,1,29,15,0,0,0,3,8
2005,1,29,18,0,0,0,4,11
2005,1,29,21,0,0,0,4+,12
2005,1,30,0,0,0,0,4,11
2005,1,30,3,0,0,0,4+,12
2005,1,30,6,0,0,0,3,8
2005,1,30,9,0,0,0,3+,9
2005,1,30,12,0,0,0,3,8
2005,1,30,15,0,0,0,3-,7
2005,1,30,18,0,0,0,2,5
2005,1,30,21,0,0,0,2,5
2005,1,31,0,0,0,0,3+,9
2005,1,31,3,0,0,0,3-,7
2005,1,31,6,0,0,0,3,8
2005,1,31,9,0,0,0,4-,10
2005,1,31,12,0,0,0,5-,13
2005,1,31,15,0,0,0,4,11
2005,1,31,18,0,0,0,3,8
2005,1,31,21,0,0,0,1-,1
2005,2,1,0,0,0,0,3,8
2005,2,1,3,0,0,0,0+,0
2005,2,1,6,0,0,0,1-,1
2005,2,1,9,0,0,0,2-,4
2005,2,1,12,0,0,0,1+,3
2005,2,1,15,0,0,0,2-,4
2005,2,1,18,0,0,0,1-,1
2005,2,1,21,0,0,0,1,2
2005,2,2,0,0,0,0,1-,1
2005,2,2,3,0,0,0,2+,6
2005,2,2,6,0,0,0,2,5
2005,2,2,9,0,0,0,2-,4
2005,2,2,12,0,0,0,2-,4
2005,2,2,15,0,0,0,3,8
2005,2,2,18,0,0,0,3+,9
2005,2,2,21,0,0,0,1+,3
2005,2,3,0,0,0,0,2,5
2005,2,3,3,0,0,0,4,11
2005,2,3,6,0,0,0,3+,9
2005,2,3,9,0,0,0,2,5
2005,2,3,12,0,0,0,1,2
2005,2,3,15,0,0,0,1+,3
2005,2,3,18,0,0,0,1,2
2005,2,3,21,0,0,0,1-,1
2005,2,4,0,0,0,0,0,-1
2005,2,4,3,0,0,0,0,-1
2005,2,4,6,0,0,0,0+,0
2005,2,4,9,0,0,0,2-,4
2005,2,4,12,0,0,0,1+,3
2005,2,4,15,0,0,0,2-,4
2005,2,4,18,0,0,0,1-,1
2005,2,4,21,0,0,0,1-,1
2005,2,5,0,0,0,0,0+,0
2005,2,5,3,0,0,0,1-,1
2005,2,5,6,0,0,0,1,2
2005,2,5,9,0,0,0,0+,0
2005,2,5,12,0,0,0,1,2
2005,2,5,15,0,0,0,0,-1
2005,2,5,18,0,0,0,0+,0
2005,2,5,21,0,0,0,0,-1
2005,2,6,0,0,0,0,1,2
2005,2,6,3,0,0,0,3-,7
2005,2,6,6,0,0,0,3+,9
2005,2,6,9,0,0,0,2-,4
2005,2,6,12,0,0,0,1,2
2005,2,6,15,0,0,0,1+,3
2005,2,6,18,0,0,0,3-,7
2005,2,6,21,0,0,0,3,8
2005,2,7,0,0,0,0,3,8
2005,2,7,3,0,0,0,3+,9
2005,2,7,6,0,0,0,2+,6
2005,2,7,9,0,0,0,3,8
2005,2,7,12,0,0,0,5-,13
2005,2,7,15,0,0,0,4-,10
2005,2,7,18,0,0,0,6-,16
2005,2,7,21,0,0,0,5+,15
2005,2,8,0,0,0,0,4,11
2005,2,8,3,0,0,0,5+,15
2005,2,8,6,0,0,0,4-,10
2005,2,8,9,0,0,0,3+,9
2005,2,8,12,0,0,0,4-,10
2005,2,8,15,0,0,0,4+,12
2005,2,8,18,0,0,0,5,14
2005,2,8,21,0,0,0,4+,12
2005,2,9,0,0,0,0,3+,9
2005,2,9,3,0,0,0,4+,12
2005,2,9,6,0,0,0,5-,13
2005,2,9,9,0,0,0,4,11
2005,2,9,12,0,0,0,4-,10
2005,2,9,15,0,0,0,3+,9
2005,2,9,18,0,0,0,4-,10
2005,2,9,21,0,0,0,4-,10
2005,2,10,0,0,0,0,4-,10
2005,2,10,3,0,0,0,4-,10
2005,2,10,6,0,0,0,4-,10
2005,2,10,9,0,0,0,3+,9
2005,2,10,12,0,0,0,4,11
2005,2,10,15,0,0,0,3,8
2005,2,10,18,0,0,0,4,11
2005,2,10,21,0,0,0,3-,7
2005,2,11,0,0,0,0,3-,7
2005,2,11,3,0,0,0,3-,7
2005,2,11,6,0,0,0,2+,6
2005,2,11,9,0,0,0,3+,9
2005,2,11,12,0,0,0,2+,6
2005,2,11,15,0,0,0,1+,3
2005,2,11,18,0,0,0,3,8
2005,2,11,21,0,0,0,3,8
2005,2,12,0,0,0,0,2,5
2005,2,12,3,0,0,0,2+,6
2005,2,12,6,0,0,0,1+,3
2005,2,12,9,0,0,0,0+,0
2005,2,12,12,0,0,0,1-,1
2005,2,12,15,0,0,0,1-,1
2005,2,12,18,0,0,0,2-,4
2005,2,12,21,0,0,0,0,-1
2005,2,13,0,0,0,0,2-,4
2005,2,13,3,0,0,0,1,2
2005,2,13,6,0,0,0,1-,1
2005,2,13,9,0,0,0,1-,1
2005,2,13,12,0,0,0,0+,0
2005,2,13,15,0,0,0,1-,1
2005,2,13,18,0,0,0,2,5
2005,2,13,21,0,0,0,0+,0
2005,2,14,0,0,0,0,1-,1
2005,2,14,3,0,0,0,2+,6
2005,2,14,6,0,0,0,1+,3
2005,2,14,9,0,0,0,1,2
2005,2,14,12,0,0,0,1+,3
2005,2,14,15,0,0,0,1-,1
2005,2,14,18,0,0,0,2,5
2005,2,14,21,0,0,0,2,5
2005,2,15,0,0,0,0,1-,1
2005,2,15,3,0,0,0,1,2
2005,2,15,6,0,0,0,2-,4
2005,2,15,9,0,0,0,0+,0
2005,2,15,12,0,0,0,0+,0
2005,2,15,15,0,0,0,0+,0
2005,2,15,18,0,0,0,1+,3
2005,2,15,21,0,0,0,1+,3
2005,2,16,0,0,0,0,3,8
2005,2,16,3,0,0,0,2,5
2005,2,16,6,0,0,0,1+,3
2005,2,16,9,0,0,0,2+,6
2005,2,16,12,0,0,0,3+,9
2005,2,16,15,0,0,0,4-,10
2005,2,16,18,0,0,0,3+,9
2005,2,16,21,0,0,0,3+,9
2005,2,17,0,0,0,0,2-,4
2005,2,17,3,0,0,0,2,5
2005,2,17,6,0,0,0,0,-1
2005,2,17,9,0,0,0,1+,3
2005,2,17,12,0,0,0,1,2
2005,2,17,15,0,0,0,1+,3
2005,2,17,18,0,0,0,1-,1
2005,2,17,21,0,0,0,4-,10
2005,2,18,0,0,0,0,6+,18
2005,2,18,3,0,0,0,5-,13
2005,2,18,6,0,0,0,5-,13
2005,2,18,9,0,0,0,3,8
2005,2,18,12,0,0,0,4-,10
2005,2,18,15,0,0,0,4+,12
2005,2,18,18,0,0,0,2+,6
2005,2,18,21,0,0,0,2,5
2005,2,19,0,0,0,0,1+,3
2005,2,19,3,0,0,0,2,5
2005,2,19,6,0,0,0,3+,9
2005,2,19,9,0,0,0,4,11
2005,2,19,12,0,0,0,4-,10
2005,2,19,15,0,0,0,3+,9
2005,2,19,18,0,0,0,3,8
2005,2,19,21,0,0,0,3-,7
2005,2,20,0,0,0,0,4,11
2005,2,20,3,0,0,0,3+,9
2005,2,20,6,0,0,0,3,8
2005,2,20,9,0,0,0,0+,0
2005,2,20,12,0,0,0,1+,3
2005,2,20,15,0,0,0,3,8
2005,2,20,18,0,0,0,3,8
2005,2,20,21,0,0,0,3,8
2005,2,21,0,0,0,0,3,8
2005,2,21,3,0,0,0,3-,7
2005,2,21,6,0,0,0,1+,3
2005,2,21,9,0,0,0,1,2
2005,2,21,12,0,0,0,1,2
2005,2,21,15,0,0,0,1-,1
2005,2,21,18,0,0,0,0+,0
2005,2,21,21,0,0,0,1,2
2005,2,22,0,0,0,0,0+,0
2005,2,22,3,0,0,0,1,2
2005,2,22,6,0,0,0,0,-1
2005,2,22,9,0,0,0,0+,0
2005,2,22,12,0,0,0,1,2
2005,2,22,15,0,0,0,2-,4
2005,2,22,18,0,0,0,2-,4
2005,2,22,21,0,0,0,2-,4
2005,2,23,0,0,0,0,1+,3
2005,2,23,3,0,0,0,0+,0
2005,2,23,6,0,0,0,1+,3
2005,2,23,9,0,0,0,1-,1
2005,2,23,12,0,0,0,1-,1
2005,2,23,15,0,0,0,0+,0
2005,2,23,18,0,0,0,1+,3
2005,2,23,21,0,0,0,1-,1
2005,2,24,0,0,0,0,0,-1
2005,2,24,3,0,0,0,0+,0
2005,2,24,6,0,0,0,1+,3
2005,2,24,9,0,0,0,1+,3
2005,2,24,12,0,0,0,3,8
2005,2,24,15,0,0,0,1+,3
2005,2,24,18,0,0,0,1,2
2005,2,24,21,0,0,0,1+,3
2005,2,25,0,0,0,0,1,2
2005,2,25,3,0,0,0,1+,3
2005,2,25,6,0,0,0,2,5
2005,2,25,9,0,0,0,2+,6
2005,2,25,12,0,0,0,2,5
2005,2,25,15,0,0,0,3+,9
2005,2,25,18,0,0,0,3+,9
2005,2,25,21,0,0,0,2,5
2005,2,26,0,0,0,0,3,8
2005,2,26,3,0,0,0,2+,6
2005,2,26,6,0,0,0,2+,6
2005,2,26,9,0,0,0,2+,6
2005,2,26,12,0,0,0,3,8
2005,2,26,15,0,0,0,3-,7
2005,2,26,18,0,0,0,2+,6
2005,2,26,21,0,0,0,2-,4
2005,2,27,0,0,0,0,0+,0
2005,2,27,3,0,0,0,3-,7
2005,2,27,6,0,0,0,3-,7
2005,2,27,9,0,0,0,1,2
2005,2,27,12,0,0,0,3,8
2005,2,27,15,0,0,0,2-,4
2005,2,27,18,0,0,0,2-,4
2005,2,27,21,0,0,0,1+,3
2005,2,28,0,0,0,0,2,5
2005,2,28,3,0,0,0,3-,7
2005,2,28,6,0,0,0,3,8
2005,2,28,9,0,0,0,3+,9
2005,2,28,12,0,0,0,3-,7
2005,2,28,15,0,0,0,2+,6
2005,2,28,18,0,0,0,2,5
2005,2,28,21,0,0,0,4-,10
2005,3,1,0,0,0,0,2+,6
2005,3,1,3,0,0,0,2+,6
2005,3,1,6,0,0,0,3+,9
2005,3,1,9,0,0,0,3+,9
2005,3,1,12,0,0,0,1+,3
2005,3,1,15,0,0,0,2,5
2005,3,1,18,0,0,0,2-,4
2005,3,1,21,0,0,0,3+,9
2005,3,2,0,0,0,0,4-,10
2005,3,2,3,0,0,0,3,8
2005,3,2,6,0,0,0,3,8
2005,3,2,9,0,0,0,3+,9
2005,3,2,12,0,0,0,3,8
2005,3,2,15,0,0,0,3+,9
2005,3,2,18,0,0,0,1+,3
2005,3,2,21,0,0,0,1+,3
2005,3,3,0,0,0,0,1+,3
2005,3,3,3,0,0,0,1,2
2005,3,3,6,0,0,0,1-,1
2005,3,3,9,0,0,0,0+,0
2005,3,3,12,0,0,0,1+,3
2005,3,3,15,0,0,0,1+,3
2005,3,3,18,0,0,0,2,5
