year,month,day,hour,minute,second,microsecond,latitude,longitude,magnitude,depth
2005,10,3,4,0,22,60000,-5.723,151.605,4.9,35.0
2005,10,3,4,22,7,650000,-1.355,150.305,5.1,30.0
2005,10,3,5,7,23,880000,-52.958,-118.434,5.1,10.0
2005,10,3,10,28,30,620000,-57.948,-25.221,5.3,35.0
2005,10,3,14,6,19,990000,9.469,-77.904,5.2,35.5
2005,10,3,22,9,24,180000,5.509,94.368,5.5,32.0
2005,10,3,23,30,29,450000,-7.887,107.028,4.9,35.0
2005,10,4,9,12,46,220000,9.481,125.431,4.9,31.7
2005,10,4,16,29,57,560000,-5.618,102.944,4.8,37.2
2005,10,4,19,51,35,130000,-16.27,166.701,4.8,14.6
2005,10,4,21,20,18,100000,-3.08,128.844,5.3,16.6
2005,10,5,8,46,42,330000,5.233,95.577,5.7,18.3
2005,10,5,10,7,22,370000,-20.535,-174.277,5.9,15.0
2005,10,5,20,44,28,180000,-20.603,-174.264,5.2,20.4
2005,10,5,23,10,10,550000,-50.222,161.671,5.3,10.0
2005,10,6,0,50,22,60000,-5.703,133.549,4.9,35.0
2005,10,6,2,41,40,90000,-20.521,-174.269,4.8,10.0
2005,10,6,2,53,0,550000,7.632,93.745,4.8,13.8
2005,10,6,23,4,55,940000,21.678,62.099,4.9,10.0
2005,10,7,16,25,11,240000,2.352,96.232,4.8,28.6
2005,10,7,21,25,49,180000,34.827,92.897,4.8,10.0
2005,10,8,3,50,40,800000,34.539,73.588,7.6,26.0
2005,10,8,3,57,19,830000,34.238,73.579,5.9,10.0
2005,10,8,3,58,12,780000,34.994,73.781,5.7,10.0
2005,10,8,3,58,36,280000,34.353,73.477,5.8,10.0
2005,10,8,4,1,20,330000,34.712,73.239,5.6,10.0
2005,10,8,4,2,24,660000,34.515,73.323,5.6,10.0
2005,10,8,4,7,46,830000,34.586,73.159,5.4,10.0
2005,10,8,4,13,22,100000,34.766,73.188,4.9,10.0
2005,10,8,4,14,29,790000,34.629,73.064,4.9,10.0
2005,10,8,4,19,41,960000,34.653,73.267,4.8,10.0
2005,10,8,4,21,29,600000,34.403,73.483,4.9,10.0
2005,10,8,4,23,6,470000,34.718,73.158,5.3,10.0
2005,10,8,4,25,26,590000,34.625,73.07,5.0,10.0
2005,10,8,4,26,11,200000,34.65,73.125,5.7,10.0
2005,10,8,4,28,41,990000,34.668,73.319,4.9,10.0
2005,10,8,4,30,43,20000,34.817,73.061,4.9,10.0
2005,10,8,4,30,44,120000,1.957,97.853,5.6,30.0
2005,10,8,4,34,37,660000,34.392,73.729,5.1,10.0
2005,10,8,5,0,28,870000,34.166,73.561,5.1,10.0
2005,10,8,5,8,41,580000,34.636,73.234,5.4,10.0
2005,10,8,5,19,48,310000,34.706,73.13,5.3,10.0
2005,10,8,5,26,5,120000,34.755,73.152,5.5,10.0
2005,10,8,5,34,52,730000,34.252,73.607,4.9,10.0
2005,10,8,5,50,21,390000,34.59,73.181,4.8,10.0
2005,10,8,6,5,33,290000,34.612,73.244,4.8,10.0
2005,10,8,6,15,24,710000,34.536,73.408,5.3,10.0
2005,10,8,6,42,30,400000,34.63,73.47,5.4,10.0
2005,10,8,6,44,9,680000,26.493,129.538,5.0,26.1
2005,10,8,7,32,0,720000,34.682,73.252,4.8,10.0
2005,10,8,7,37,21,840000,34.832,73.083,4.8,10.0
2005,10,8,7,57,0,670000,34.582,73.346,4.8,10.0
2005,10,8,8,21,52,170000,34.788,73.123,5.0,10.0
2005,10,8,9,1,55,340000,34.688,73.247,5.1,10.0
2005,10,8,9,36,50,930000,34.202,73.888,4.8,10.0
2005,10,8,10,46,28,790000,34.733,73.1,6.4,8.0
2005,10,8,11,20,12,990000,34.686,73.075,4.8,10.0
2005,10,8,11,28,41,770000,34.644,73.243,5.1,10.0
2005,10,8,11,30,40,150000,34.63,73.182,4.9,10.0
2005,10,8,11,33,33,540000,34.726,73.043,5.0,10.0
2005,10,8,12,8,27,850000,34.593,73.187,5.6,10.0
2005,10,8,12,10,4,80000,34.621,72.996,5.2,10.0
2005,10,8,12,18,38,610000,34.715,73.114,4.9,10.0
2005,10,8,12,23,17,60000,34.454,73.051,4.8,10.0
2005,10,8,12,25,20,180000,34.771,73.12,5.7,10.0
2005,10,8,12,44,51,350000,34.75,73.272,5.2,10.0
2005,10,8,12,53,37,750000,34.62,73.252,4.8,10.0
2005,10,8,13,46,0,440000,34.635,73.063,4.9,10.0
2005,10,8,14,51,42,390000,34.247,73.373,4.8,10.0
2005,10,8,15,51,54,240000,36.286,71.63,4.8,10.0
2005,10,8,18,47,21,900000,34.4,73.668,4.9,10.0
2005,10,8,19,8,0,490000,34.798,73.168,4.9,10.0
2005,10,8,21,13,32,80000,34.71,73.199,5.7,12.0
2005,10,8,21,21,12,240000,34.666,73.264,4.8,10.0
2005,10,8,21,45,9,760000,34.651,73.205,5.4,10.0
2005,10,8,22,4,27,280000,34.625,73.225,4.9,10.0
2005,10,8,22,15,39,110000,34.638,73.115,4.8,10.0
2005,10,8,22,53,38,500000,34.641,73.196,4.8,10.0
2005,10,8,23,31,8,520000,34.819,73.144,4.8,10.0
2005,10,9,4,58,54,660000,34.708,73.066,5.0,10.0
2005,10,9,7,9,18,570000,34.569,73.158,5.3,10.0
2005,10,9,8,30,1,100000,34.67,73.182,5.7,7.0
2005,10,9,8,34,3,160000,34.702,73.198,5.0,10.0
2005,10,9,8,58,47,700000,34.722,73.165,4.8,10.0
2005,10,9,8,59,33,700000,34.579,73.242,4.8,10.0
2005,10,9,9,22,33,490000,34.636,73.324,4.9,10.0
2005,10,9,9,26,36,230000,34.544,73.099,4.8,10.0
2005,10,9,11,21,43,920000,34.658,73.135,5.0,10.0
2005,10,9,12,38,13,950000,34.782,73.114,4.9,10.0
2005,10,9,13,39,59,720000,-23.113,-175.415,5.3,38.1
2005,10,9,14,56,47,520000,34.762,73.355,4.9,10.0
2005,10,9,16,55,5,20000,50.11,-177.5,4.8,10.0
2005,10,9,19,20,37,430000,34.349,73.7,5.3,10.0
2005,10,9,19,47,1,370000,34.712,73.003,4.9,10.0
2005,10,9,22,28,17,840000,1.984,97.866,4.9,30.0
2005,10,10,10,49,6,230000,34.839,73.747,4.8,10.0
2005,10,10,10,55,48,430000,-6.881,105.459,5.5,30.0
2005,10,10,11,8,25,510000,13.42,125.077,5.8,6.9
2005,10,10,12,38,12,10000,34.764,73.038,4.9,10.0
2005,10,10,16,7,0,280000,-45.62,-76.566,5.1,35.0
2005,10,11,1,10,45,770000,-68.338,163.79,4.9,10.0
2005,10,11,3,37,56,850000,10.894,92.296,5.4,22.8
2005,10,11,5,44,27,800000,35.58,27.47,4.9,21.0
2005,10,11,10,37,15,310000,-27.632,-176.988,4.8,39.4
2005,10,11,14,21,3,140000,12.144,92.39,4.8,20.5
2005,10,11,14,34,31,870000,21.224,120.135,4.8,10.0
2005,10,11,15,5,39,660000,4.82,95.098,5.9,30.0
2005,10,12,1,9,47,100000,-31.715,-71.69,4.9,26.4
2005,10,12,4,47,27,890000,-11.306,119.461,5.0,4.1
2005,10,12,11,20,18,200000,-42.03,171.68,4.8,7.0
2005,10,12,14,10,34,600000,-27.011,26.769,4.8,2.0
2005,10,12,20,23,37,520000,34.779,73.101,5.3,8.0
2005,10,12,22,18,17,140000,21.318,120.174,4.8,24.9
2005,10,12,22,43,5,890000,-16.732,-70.765,4.8,1.7
2005,10,13,1,49,46,240000,34.496,73.203,4.9,10.0
2005,10,13,4,32,25,430000,-56.698,-155.784,5.0,10.0
2005,10,13,9,3,59,910000,-23.082,170.025,4.8,10.0
2005,10,13,11,19,12,890000,34.684,73.143,4.8,10.0
2005,10,13,15,3,31,580000,4.891,94.811,4.8,30.0
2005,10,13,19,24,9,407000,57.4834,-154.2387,4.8,36.0
2005,10,13,20,23,2,710000,34.771,73.045,4.8,10.0
2005,10,13,20,49,22,240000,34.742,73.134,4.9,10.0
2005,10,13,22,4,9,900000,-5.147,153.766,5.7,33.2
2005,10,13,22,53,3,850000,34.779,73.186,4.8,10.0
2005,10,13,23,31,56,950000,21.333,120.302,5.0,35.0
2005,10,14,3,36,45,970000,-23.713,-176.024,5.5,33.9
2005,10,14,4,4,48,60000,34.664,73.115,4.8,10.0
2005,10,14,18,58,9,210000,-18.312,-172.434,5.4,0.9
2005,10,14,19,37,41,880000,34.833,73.122,4.8,10.0
2005,10,15,3,3,59,330000,-6.311,131.22,4.9,1.1
2005,10,15,4,24,6,250000,34.014,74.003,5.2,10.0
2005,10,15,4,32,21,40000,33.954,73.93,5.0,10.0
2005,10,15,20,36,12,470000,-6.342,146.81,4.8,22.2
2005,10,16,1,43,44,450000,-28.287,-175.819,4.9,30.0
2005,10,16,3,42,3,290000,-23.8,-175.929,5.3,10.0
2005,10,16,4,14,24,220000,15.361,167.29,5.1,10.0
2005,10,16,7,18,59,480000,7.66,92.772,4.8,30.0
2005,10,16,19,3,24,420000,2.026,97.941,5.7,38.0
2005,10,16,21,11,35,10000,32.4545,-118.1633333,4.99,9.778
2005,10,16,22,35,52,80000,1.315,97.121,4.8,30.0
2005,10,17,2,6,53,0,-15.454,-74.813,5.0,37.8
2005,10,17,3,50,53,940000,-24.012,-176.048,5.4,35.0
2005,10,17,5,45,16,0,38.131,26.505,5.5,8.1
2005,10,17,7,12,43,110000,-49.518,164.189,5.7,10.0
2005,10,17,9,46,53,900000,38.2,26.5,5.8,10.4
2005,10,17,9,55,30,0,38.143,26.615,5.2,20.7
2005,10,17,10,43,7,850000,34.838,73.192,4.9,10.0
2005,10,17,16,13,46,290000,40.638,139.059,5.3,35.0
2005,10,18,15,26,0,260000,37.622,20.918,5.7,14.3
2005,10,18,15,36,28,410000,37.58,21.154,5.0,20.0
2005,10,18,18,43,11,500000,37.6,20.93,4.8,13.0
2005,10,18,21,20,6,240000,34.786,72.985,5.0,10.0
2005,10,19,2,33,28,310000,34.751,73.037,5.6,5.0
2005,10,19,3,16,21,70000,34.755,73.055,5.4,10.0
2005,10,19,3,42,32,550000,-15.99,178.195,4.8,10.0
2005,10,19,11,44,42,790000,36.405,140.839,6.3,32.0
2005,10,19,12,47,27,320000,34.737,73.106,5.1,10.0
2005,10,19,14,10,8,850000,-17.404,-175.077,5.3,20.0
2005,10,19,14,13,16,940000,-17.966,-174.942,4.8,10.0
2005,10,19,17,57,32,540000,-16.783,-173.29,4.8,15.0
2005,10,19,20,19,24,130000,-9.185,-109.55,5.4,10.0
2005,10,19,21,8,7,200000,-4.611,72.134,5.0,10.0
2005,10,20,2,34,43,820000,-34.692,-112.421,4.8,10.0
2005,10,20,12,51,8,970000,41.79,82.627,4.9,13.4
2005,10,20,15,26,31,960000,52.206,-169.04,5.6,35.4
2005,10,20,17,6,34,40000,-49.19,31.03,4.8,10.0
2005,10,20,21,40,4,90000,38.152,26.751,5.9,10.0
2005,10,20,23,15,57,490000,-9.36,117.361,5.3,25.0
2005,10,21,1,4,0,130000,52.258,-169.371,4.8,35.3
2005,10,21,8,3,59,150000,31.961,67.55,5.0,10.0
2005,10,21,8,14,12,390000,-9.419,107.6,4.8,35.0
2005,10,22,2,3,16,290000,0.692,100.065,4.9,30.0
2005,10,22,12,16,35,880000,-5.824,129.996,5.7,15.0
2005,10,22,20,34,41,910000,-0.858,-90.952,5.4,10.0
2005,10,23,6,15,26,930000,-9.357,107.602,4.8,30.0
2005,10,23,15,4,20,890000,34.854,73.042,5.5,10.0
2005,10,23,19,28,26,380000,34.821,73.031,4.8,10.0
2005,10,23,21,38,23,690000,46.559,153.719,5.0,37.0
2005,10,24,0,44,42,960000,-15.218,-173.018,5.1,35.0
2005,10,24,0,59,6,0,13.032,57.454,4.9,10.0
2005,10,24,1,23,59,660000,17.815,-105.822,5.1,35.0
2005,10,24,2,39,55,410000,-1.46,99.529,4.8,25.5
2005,10,24,12,42,42,800000,34.826,73.09,4.9,10.0
2005,10,24,13,14,15,680000,34.794,73.145,4.8,10.0
2005,10,24,13,50,9,660000,-5.328,152.587,4.8,35.0
2005,10,24,17,35,33,830000,-0.507,-77.745,4.8,35.0
2005,10,25,11,7,15,750000,-60.831,-19.612,4.9,10.0
2005,10,25,19,15,9,290000,-30.73,-177.329,5.0,35.0
2005,10,25,21,25,46,190000,0.786,98.188,4.8,26.5
2005,10,26,0,39,33,180000,4.034,94.303,5.0,31.3
2005,10,26,1,42,41,880000,34.206,73.928,4.8,16.2
2005,10,27,4,16,29,490000,2.736,95.826,4.9,30.0
2005,10,27,6,1,1,420000,-55.03,-127.829,5.4,10.0
2005,10,27,7,25,56,180000,-33.297,-178.514,5.0,10.0
2005,10,27,7,25,57,370000,-54.965,-127.156,4.8,10.0
2005,10,27,13,5,21,800000,53.999,-160.979,4.8,30.7
2005,10,27,15,19,10,520000,13.586,120.716,4.8,29.2
2005,10,27,20,49,38,480000,-3.499,135.551,4.8,10.0
2005,10,28,3,7,35,440000,2.31,96.362,4.9,27.6
2005,10,28,3,26,44,920000,-32.603,-178.715,5.0,36.9
2005,10,28,21,34,14,540000,34.661,73.196,5.2,10.0
2005,10,29,2,41,46,850000,-21.983,170.327,5.2,21.1
2005,10,29,4,5,56,40000,-45.214,96.898,6.5,8.0
2005,10,29,6,38,58,250000,-8.555,-79.837,5.5,31.5
2005,10,29,15,56,27,940000,34.421,73.628,4.8,10.0
2005,10,29,16,33,12,930000,-19.383,-176.453,5.1,15.5
2005,10,29,16,52,50,900000,33.896,88.881,4.8,9.4
2005,10,30,12,3,45,790000,23.421,143.359,4.8,36.5
2005,10,30,13,8,18,890000,-16.527,-172.776,5.7,10.0
2005,10,30,13,42,50,280000,-16.554,-172.816,5.0,10.0
2005,10,30,14,24,33,700000,30.311,101.408,4.8,10.0
2005,10,31,2,10,28,700000,-5.852,-78.704,5.4,40.0
2005,10,31,13,14,14,810000,2.803,126.911,4.8,35.0
2005,10,31,16,47,5,680000,-24.181,-111.797,5.1,10.0
2005,10,31,17,57,42,780000,9.19,93.521,4.8,30.0
2005,10,31,21,27,24,990000,-1.682,99.45,4.8,30.0
2005,11,1,7,3,17,590000,34.707,73.183,4.9,10.0
2005,11,1,10,26,31,10000,-28.452,-177.087,4.8,35.0
2005,11,1,16,8,59,580000,37.56,144.831,4.9,17.7
2005,11,1,21,13,32,500000,-3.592,127.325,5.7,12.7
2005,11,2,0,46,44,680000,-54.389,5.241,5.0,10.0
2005,11,2,3,9,18,110000,-30.39,-178.169,5.7,36.0
2005,11,2,6,35,39,260000,-16.441,-173.005,5.3,15.0
2005,11,2,7,31,43,260000,-33.537,-179.265,4.9,31.3
2005,11,3,5,4,15,830000,-34.802,-179.207,4.8,30.0
2005,11,3,11,27,37,620000,-34.936,-179.552,4.8,30.0
2005,11,3,13,16,50,600000,-41.73,174.28,4.8,16.0
2005,11,3,19,5,53,670000,-30.417,-177.671,4.8,10.0
2005,11,4,12,25,3,30000,-35.652,53.373,5.6,10.0
2005,11,4,16,6,8,310000,-52.897,21.105,4.8,10.0
2005,11,4,17,44,48,150000,1.226,97.269,5.5,30.0
2005,11,5,10,48,21,220000,-3.149,148.143,6.4,25.0
2005,11,5,13,52,37,400000,-33.274,-178.347,4.8,12.5
2005,11,5,14,37,1,350000,-9.742,117.984,4.9,6.9
2005,11,5,15,28,38,170000,-35.118,-178.202,5.3,39.7
2005,11,6,1,57,0,310000,12.316,143.858,5.0,3.2
2005,11,6,2,11,52,960000,34.52,73.385,5.1,10.0
2005,11,6,12,7,11,900000,15.455,-96.43,4.8,3.1
2005,11,7,1,49,38,390000,71.689,-12.064,5.0,23.6
2005,11,7,10,35,51,900000,40.126,142.763,5.0,38.6
2005,11,7,17,15,50,770000,9.959,108.389,5.2,10.0
2005,11,7,19,8,47,60000,23.32,142.242,4.8,35.0
2005,11,8,2,56,17,500000,-24.301,-176.561,4.8,34.2
2005,11,8,7,54,38,950000,9.973,108.287,5.3,10.0
2005,11,8,9,40,28,40000,12.323,-88.155,5.1,37.5
2005,11,9,2,12,7,860000,-3.615,131.568,4.8,0.9
2005,11,9,6,11,40,330000,-18.029,172.924,5.5,10.0
2005,11,9,8,0,27,990000,-15.271,-173.637,5.4,31.2
2005,11,9,12,37,29,100000,-46.941,33.405,5.0,10.0
2005,11,9,15,7,20,350000,-52.662,18.53,5.0,10.0
2005,11,9,19,4,7,10000,7.304,-82.565,4.8,18.1
2005,11,9,21,56,29,730000,-65.119,178.241,5.3,10.0
2005,11,10,6,47,31,90000,-5.771,68.411,4.8,10.0
2005,11,10,13,6,49,910000,-49.025,123.492,4.8,10.0
2005,11,10,19,27,26,450000,57.464,120.624,4.8,5.0
2005,11,10,19,29,54,140000,57.47,120.586,5.9,6.0
2005,11,11,4,21,40,820000,-48.291,-10.146,4.8,10.0
2005,11,11,10,21,7,300000,-45.286,97.132,4.8,10.0
2005,11,11,13,19,9,670000,-15.413,-75.506,5.2,1.6
2005,11,11,14,58,50,10000,-55.698,-27.063,5.9,28.8
2005,11,11,15,15,8,240000,-55.603,-27.011,4.8,10.0
2005,11,11,17,10,50,400000,-39.593,-15.865,4.8,10.0
2005,11,12,6,2,38,320000,-21.348,175.867,5.4,19.6
2005,11,12,6,16,54,410000,-32.158,-178.82,5.2,10.0
2005,11,12,13,14,18,830000,1.028,97.382,4.8,26.6
2005,11,12,17,1,37,320000,68.886,-17.176,5.1,10.0
2005,11,12,18,54,13,840000,1.863,97.036,5.2,30.0
2005,11,12,21,14,33,720000,-55.897,-130.765,4.8,10.0
2005,11,12,22,38,40,910000,1.293,97.128,4.8,22.5
2005,11,13,1,50,14,370000,-55.172,-129.427,4.8,10.0
2005,11,13,5,42,56,790000,-15.818,167.185,4.8,21.8
2005,11,13,6,37,0,270000,-11.27,117.376,4.9,40.0
2005,11,13,9,47,32,330000,-35.098,78.667,5.1,10.0
2005,11,13,10,24,58,390000,-3.1,128.944,5.9,20.0
2005,11,13,10,52,5,200000,-3.014,128.99,4.8,20.0
2005,11,13,18,47,8,130000,-60.41,154.523,4.8,10.0
2005,11,14,1,2,33,930000,1.04,126.209,4.8,35.0
2005,11,14,12,57,30,190000,-43.752,41.601,5.1,10.0
2005,11,14,21,38,51,420000,38.107,144.896,7.0,11.0
2005,11,14,22,16,29,70000,-5.243,-76.62,4.9,31.8
2005,11,14,23,36,3,900000,3.035,97.399,4.8,30.0
2005,11,15,3,34,47,520000,-20.372,-173.773,5.3,35.6
2005,11,15,11,59,4,590000,-34.347,-179.679,4.9,38.1
2005,11,15,20,20,45,790000,33.336,141.351,5.7,15.9
2005,11,15,23,1,10,50000,22.04,144.799,5.7,20.0
2005,11,15,23,13,28,230000,22.07,144.899,5.0,20.0
2005,11,16,13,42,43,520000,1.325,-28.644,4.8,10.0
2005,11,16,14,7,41,880000,49.992,-129.772,4.9,10.0
2005,11,16,16,51,3,800000,52.232,-172.574,4.9,26.7
2005,11,17,1,12,7,770000,23.285,142.276,4.8,21.9
2005,11,17,21,59,29,930000,33.319,141.388,5.7,10.0
2005,11,18,16,14,58,750000,2.876,94.034,4.8,26.9
2005,11,19,6,38,54,600000,2.819,95.471,5.1,30.0
2005,11,19,12,40,4,370000,48.792,-128.598,5.3,10.0
2005,11,19,14,9,21,150000,2.034,96.794,5.2,31.5
2005,11,19,14,10,13,30000,2.164,96.786,6.5,21.0
2005,11,19,17,11,43,840000,-3.996,103.512,5.0,30.0
2005,11,20,5,35,2,890000,34.709,73.13,4.8,10.0
2005,11,20,12,53,2,950000,53.843,-164.093,6.2,30.0
2005,11,20,19,34,46,10000,-7.807,123.693,5.1,35.3
2005,11,21,7,12,44,390000,-1.204,137.198,5.1,34.1
2005,11,21,8,26,11,920000,34.65,73.126,5.2,10.0
2005,11,21,20,17,53,230000,-15.347,-173.418,5.2,10.0
2005,11,21,21,53,42,330000,20.07,122.643,4.8,35.0
2005,11,21,23,54,56,520000,46.459,153.722,5.1,35.1
2005,11,22,8,34,43,110000,0.778,98.17,4.8,30.0
2005,11,22,9,48,45,990000,-14.808,66.717,5.6,10.0
2005,11,22,9,57,8,620000,-14.9,66.705,5.4,10.0
2005,11,22,13,21,23,310000,-60.726,-25.319,5.5,13.5
2005,11,22,14,4,39,290000,0.729,96.945,5.0,27.8
2005,11,22,15,9,25,170000,53.929,-164.063,5.7,37.6
2005,11,23,4,33,42,720000,-25.206,70.177,4.9,10.0
2005,11,23,17,37,48,820000,-25.336,70.087,4.9,10.0
2005,11,23,22,35,39,540000,3.044,132.469,4.9,10.0
2005,11,24,10,46,38,370000,-24.273,-176.313,5.6,35.0
2005,11,24,19,57,25,520000,7.818,125.238,4.9,17.6
2005,11,24,20,17,59,800000,53.838,-164.003,4.8,37.6
2005,11,24,20,28,56,660000,-3.1,130.328,5.0,32.0
2005,11,24,20,58,30,730000,-18.219,-174.295,4.8,8.7
2005,11,25,0,28,16,960000,38.026,145.068,4.9,10.0
2005,11,25,5,31,18,290000,5.905,126.386,5.8,34.0
2005,11,25,9,30,56,900000,35.02,23.32,5.2,32.0
2005,11,25,20,47,45,730000,6.979,92.385,4.8,25.5
2005,11,26,0,49,37,830000,29.671,115.688,5.2,11.1
2005,11,26,11,27,14,370000,-5.015,146.624,4.9,30.0
2005,11,26,15,56,55,0,38.26,38.814,5.1,8.5
2005,11,26,16,2,44,650000,52.51,159.388,5.2,39.6
2005,11,27,8,18,50,900000,1.929,96.709,4.8,30.0
2005,11,27,10,22,19,190000,26.774,55.858,5.9,10.0
2005,11,27,11,13,10,90000,26.724,55.793,5.0,10.0
2005,11,27,16,30,37,570000,26.842,55.806,5.5,10.0
2005,11,27,23,31,37,300000,1.16,97.266,5.6,24.4
2005,11,28,0,16,47,130000,1.145,97.244,5.2,30.0
2005,11,28,3,14,22,530000,-8.754,124.166,5.0,35.0
2005,11,28,3,28,13,330000,-62.332,155.023,5.7,10.0
2005,11,28,12,40,32,920000,-15.036,-172.518,5.3,35.0
2005,11,28,16,7,55,90000,2.639,128.468,4.9,35.0
2005,11,28,16,41,28,140000,20.29,146.055,6.0,11.0
2005,11,29,9,12,5,280000,1.331,97.062,4.9,30.0
2005,11,29,23,46,58,830000,6.331,124.157,5.1,10.0
2005,11,30,4,54,27,460000,13.953,146.253,5.0,10.0
2005,11,30,5,41,43,30000,-9.672,-79.678,5.5,23.3
2005,11,30,9,41,14,190000,-15.493,-175.258,4.8,10.0
2005,11,30,16,53,42,470000,6.27,124.029,6.4,13.0
2005,12,1,3,15,47,910000,-9.109,119.774,5.1,10.0
2005,12,1,17,13,19,740000,13.95,146.372,4.8,10.1
2005,12,2,13,13,9,520000,38.089,142.122,6.5,29.0
2005,12,2,17,58,13,700000,16.233,-98.534,5.0,20.0
2005,12,2,19,45,20,130000,-21.641,169.86,5.0,10.0
2005,12,2,23,49,23,710000,-21.444,169.895,5.7,10.0
2005,12,3,1,9,33,280000,-60.369,-44.747,4.9,10.0
2005,12,3,4,7,19,180000,-45.203,97.162,5.1,10.0
2005,12,3,16,10,39,550000,29.338,130.29,5.9,26.0
2005,12,3,16,24,53,590000,29.222,130.499,5.3,29.6
2005,12,3,16,48,56,160000,29.361,130.396,5.2,30.6
2005,12,3,18,48,7,760000,1.064,97.164,4.9,30.0
2005,12,3,20,38,11,860000,12.19,141.008,5.7,10.0
2005,12,4,1,6,53,680000,-13.496,-111.267,4.8,10.0
2005,12,4,2,49,23,760000,-23.429,-176.167,5.4,31.8
2005,12,4,4,17,24,320000,12.201,140.889,4.8,31.3
2005,12,4,4,32,51,680000,-33.689,-178.589,4.9,35.0
2005,12,4,10,23,19,740000,29.375,130.372,5.0,27.3
2005,12,4,14,9,23,420000,0.792,97.464,4.8,24.2
2005,12,4,17,39,4,140000,-0.973,137.059,4.8,10.0
2005,12,4,22,20,27,460000,37.884,142.443,5.2,35.2
2005,12,5,4,46,48,940000,3.404,95.267,5.0,32.3
2005,12,5,5,59,45,600000,-5.407,142.006,5.5,10.0
2005,12,5,10,43,20,540000,-31.921,57.293,4.8,10.0
2005,12,5,12,19,56,620000,-6.224,29.83,6.8,22.0
2005,12,5,12,21,37,240000,38.606,-29.79,4.9,10.0
2005,12,5,12,55,38,410000,16.792,-46.269,5.2,10.0
2005,12,5,13,2,59,640000,16.663,-46.507,5.1,10.0
2005,12,5,13,4,47,260000,16.721,-46.494,5.0,10.0
2005,12,5,13,16,29,760000,16.614,-46.554,5.1,10.0
2005,12,5,17,27,39,990000,16.489,-98.53,4.8,26.7
2005,12,6,2,1,33,920000,-1.788,69.064,4.8,10.0
2005,12,6,5,40,11,410000,2.389,96.281,4.8,30.0
2005,12,6,5,53,8,980000,-6.081,29.642,5.2,10.0
2005,12,6,8,21,55,560000,-48.938,121.194,4.8,10.0
2005,12,6,9,16,56,130000,21.219,-45.852,4.8,10.0
2005,12,7,2,19,28,340000,1.363,97.202,5.1,30.0
2005,12,7,4,17,59,340000,39.128,143.447,4.8,28.6
2005,12,7,19,34,18,700000,-17.126,-176.989,5.4,29.4
2005,12,7,23,32,51,550000,-30.012,-177.637,6.4,21.0
2005,12,7,23,39,46,350000,-29.914,-177.151,5.0,10.0
2005,12,7,23,40,48,290000,-29.61,-177.08,4.9,29.3
2005,12,7,23,41,15,200000,-29.827,-176.86,5.1,10.0
2005,12,8,2,1,40,710000,-29.949,-177.356,4.9,10.0
2005,12,8,3,16,34,30000,-6.279,29.512,5.0,10.0
2005,12,8,4,15,41,570000,3.111,95.318,4.8,30.0
2005,12,8,5,0,15,150000,-30.019,-177.376,4.9,22.5
2005,12,8,5,32,8,500000,-30.143,-177.717,5.4,10.0
2005,12,8,11,51,22,840000,-6.547,29.509,5.1,10.0
2005,12,8,20,41,41,420000,-17.547,-173.189,4.8,10.0
2005,12,9,14,33,20,200000,35.24,27.18,4.8,24.0
2005,12,9,23,30,23,930000,-6.176,29.709,5.5,10.0
2005,12,10,0,9,50,230000,39.394,40.946,5.4,10.0
2005,12,10,3,3,21,710000,55.01,165.647,5.1,29.2
2005,12,10,5,33,48,40000,-34.846,54.05,4.9,10.0
2005,12,10,11,41,48,910000,5.119,94.518,4.8,30.0
2005,12,10,15,36,55,240000,-0.824,127.662,4.8,20.0
2005,12,11,4,42,31,80000,15.302,-45.862,5.6,10.0
2005,12,11,5,55,12,950000,-7.872,129.022,5.5,35.0
2005,12,11,6,26,35,30000,15.272,-45.835,5.7,10.0
2005,12,11,10,29,53,70000,-35.422,-104.936,4.8,10.0
2005,12,11,14,20,45,0,-6.584,152.223,6.6,17.0
2005,12,11,14,24,36,760000,28.198,56.946,4.8,35.0
2005,12,11,15,54,13,900000,57.439,120.761,5.6,10.0
2005,12,11,20,26,40,650000,-30.023,-177.093,5.3,35.9
2005,12,12,1,20,16,170000,-23.609,69.573,4.8,10.0
2005,12,12,2,29,28,860000,2.64,126.952,4.8,35.0
2005,12,12,2,52,31,640000,-1.196,99.779,5.2,30.0
2005,12,12,13,55,48,50000,-40.506,176.024,4.8,26.8
2005,12,12,14,13,22,350000,-8.635,157.191,5.4,35.1
2005,12,12,21,1,40,630000,43.206,139.329,5.4,26.4
2005,12,13,3,16,6,380000,-15.265,-178.571,6.7,10.0
2005,12,13,7,32,30,930000,-15.332,-178.41,5.2,10.0
2005,12,13,9,50,54,140000,39.219,72.548,4.8,35.0
2005,12,13,18,20,50,710000,-55.204,-128.656,4.8,10.0
2005,12,14,6,45,41,940000,-14.596,167.928,5.6,10.0
2005,12,14,9,20,31,220000,-14.6,168.01,5.0,10.0
2005,12,14,13,10,23,700000,-37.532,51.344,4.8,10.0
2005,12,14,15,25,41,750000,-1.278,127.818,4.8,9.3
2005,12,14,15,27,43,430000,-1.243,127.823,4.8,35.0
2005,12,15,6,13,50,900000,-7.888,128.943,4.8,30.0
2005,12,16,5,15,33,500000,21.953,121.657,4.9,17.3
2005,12,16,10,24,58,880000,12.252,-89.521,5.7,34.7
